"id","csrd_id","csrd_name","csrd_appendix_b","csrd_appendix_c_less_then_750","csrd_appendix_c_more_then_750","csrd_sheet_name","csrd_conditional_or_alternative_dp","csrd_data_type","csrd_dr","csrd_esrs","csrd_may_v","csrd_paragraph","csrd_related_ar"
"__export__.document_csrd_674_d667d455","e5-2_09","description of other stakeholders involved in collective action (resource use and circular economy)","","","","ESRS E5","","narrative","e5-2","e5","v","ar 12 b",""
"__export__.document_csrd_675_676c519a","e5-2_10","description of organisation of project (resource use and circular economy)","","","","ESRS E5","","narrative","e5-2","e5","v","ar 12 c",""
"__export__.document_csrd_676_fd3cc62a","e5.mdr-a_13-14","disclosures to be reported if the undertaking has not adopted actions","","","","ESRS E5","","","","esrs 2","","62",""
"__export__.document_csrd_677_bdd4e06d","e5.mdr-t_01-13","tracking effectiveness of policies and actions through targets [see esrs 2 mdr-t ]","","","","ESRS E5","","mdr-t","e5-3","e5","","23",""
"__export__.document_csrd_678_5c2bb2ee","e5-3_01","disclosure of how target relates to resources (resource use and circular economy)","","","","ESRS E5","","narrative","e5-3","e5","","24","ar 16"
"__export__.document_csrd_679_768f197f","e5-3_02","disclosure of how target relates to increase of circular design","","","","ESRS E5","","narrative","e5-3","e5","","24 a",""
"__export__.document_csrd_680_40fac0c6","e5-3_03","disclosure of how target relates to increase of circular material use rate","","","","ESRS E5","","narrative","e5-3","e5","","24 b",""
"__export__.document_csrd_681_7f5ba218","e5-3_04","disclosure of how target relates to minimisation of primary raw material","","","","ESRS E5","","narrative","e5-3","e5","","24 c","ar 17"
"__export__.document_csrd_682_2a356283","e5-3_05","disclosure of how target relates to reversal of depletion of stock of renewable resources","","","","ESRS E5","","narrative","e5-3","e5","","24 d",""
"__export__.document_csrd_683_867b2a53","e5-3_06","target relates to waste management","","","","ESRS E5","","semi-narrative","e5-3","e5","","24 e",""
"__export__.document_csrd_684_d63bafb4","e5-3_07","disclosure of how target relates to waste management","","","","ESRS E5","","narrative","e5-3","e5","","24 e",""
"__export__.document_csrd_685_9700ea63","e5-3_08","disclosure of how target relates to other matters related to resource use or circular economy","","","","ESRS E5","","narrative","e5-3","e5","","24 f","ar 18"
"__export__.document_csrd_686_29532b10","e5-3_09","layer in waste hierarchy to which target relates","","","","ESRS E5","","semi-narrative","e5-3","e5","","25",""
"__export__.document_csrd_687_e4d197b7","e5-3_10","disclosure of ecological threshold identified and methodology used to identify ecological threshold (resource use and circular economy)","","","","ESRS E5","","narrative","e5-3","e5","v","26 a","ar 14"
"__export__.document_csrd_688_63d9e432","e5-3_11","disclosure of how ecological entity-specific threshold was determined (resource use and circular economy)","","","","ESRS E5","","narrative","e5-3","e5","v","26 b","ar 14"
"__export__.document_csrd_689_f82183a9","e5-3_12","disclosure of how responsibility for respecting identified ecological threshold is allocated (resource use and circular economy)","","","","ESRS E5","","narrative","e5-3","e5","v","26 c","ar 14"
"__export__.document_csrd_690_00170e1c","e5-3_13","the targets being  set and presented are mandatory (required by legislation)","","","","ESRS E5","","semi-narrative","e5-3","e5","","27","ar 20"
"__export__.document_csrd_691_bf39ff07","e5.mdr-t_14-19","disclosures to be reported if the undertaking has not adopted targets","","","","ESRS E5","","","","esrs 2","","81",""
"__export__.document_csrd_692_223b9b9f","e5-4_01","disclosure of information on material resource inflows","","","","ESRS E5","","narrative","e5-4","e5","","30","ar 21"
"__export__.document_csrd_693_b10991ac","e5-4_02","overall total weight of products and technical and biological materials used during the reporting period","","","","ESRS E5","","mass","e5-4","e5","","31a",""
"__export__.document_csrd_694_e1155ab5","e5-4_03","percent of biological materials (and biofuels used for non-energy purposes)","","","","ESRS E5","","percent","e5-4","e5","","31b","ar 23"
"__export__.document_csrd_695_e025665d","e5-4_04","the absolute weight of secondary reused or recycled components, secondary intermediary products and secondary materials used to manufacture the undertaking’s products and services (including packaging)","","","","ESRS E5","","mass","e5-4","e5","","31c","ar 23"
"__export__.document_csrd_696_45d43272","e5-4_05","percent of secondary reused or recycled components, secondary intermediary products and secondary materials","","","","ESRS E5","","percent","e5-4","e5","","31c","ar 23"
"__export__.document_csrd_697_9809b5af","e5-4_06","description of methodologies used to calculate data and key assumptions used","","","","ESRS E5","","narrative","e5-4","e5","","32","ar 24"
"__export__.document_csrd_698_3198ce03","e5-4_07","description of materials that are sourced from by-products or waste stream","","","","ESRS E5","","narrative","e5-4","e5","v","ar 22",""
"__export__.document_csrd_699_4b853f33","e5-4_08","description of how double counting was avoided and of choices made","","","","ESRS E5","conditional","narrative","e5-4","e5","","ar 25",""
"__export__.document_csrd_700_d89f269a","e5-5_01","description of the key products and materials that come out of the undertaking’s production process","","","","ESRS E5","","narrative","e5-5","e5","","35","ar 26"
"__export__.document_csrd_701_84ce8af0","e5-5_02","disclosure of the expected durability of the products placed on the market, in relation to the industry average for each product group","","","","ESRS E5","","table/percent","e5-5","e5","","36a",""
"__export__.document_csrd_702_9d73c1f4","e5-5_03","disclosure of the reparability of products","","","","ESRS E5","","narrative","e5-5","e5","","36b",""
"__export__.document_csrd_703_98a4d2dc","e5-5_04","the rates of recyclable content in products","","","","ESRS E5","","percent","e5-5","e5","","36c","ar 27"
"__export__.document_csrd_704_29146f14","e5-5_05","the rates of recyclable content in products packaging","","","","ESRS E5","","percent","e5-5","e5","","36c","ar 27"
"__export__.document_csrd_705_1f80ae8f","e5-5_06","description of methodologies used to calculate data (resource outflows)","","","","ESRS E5","","narrative","e5-5","e5","","40",""
"__export__.document_csrd_706_edbaa42c","e5-5_07","total waste generated","","","","ESRS E5","","mass","e5-5","e5","","37 a",""
"__export__.document_csrd_707_4f21129c","e5-5_08","waste diverted from disposal, breakdown by hazardous and non-hazardous waste and treatment type","","","","ESRS E5","","table/mass","e5-5","e5","","37 b","ar 31"
"__export__.document_csrd_708_9215904a","e5-5_09","waste directed to disposal, breakdown by hazardous and non-hazardous waste and treatment type","","","","ESRS E5","","table/mass","e5-5","e5","","37 c","ar 32"
"__export__.document_csrd_709_e08286f0","e5-5_10","non-recycled waste","sfdr","","","ESRS E5","","mass","e5-5","e5","","37 d",""
"__export__.document_csrd_710_ac7fb421","e5-5_11","percent of non-recycled waste","sfdr","","","ESRS E5","","percent","e5-5","e5","","37 d",""
"__export__.document_csrd_711_9c92ba26","e5-5_12","disclosure of composition of waste","","","","ESRS E5","","narrative","e5-5","e5","","38",""
"__export__.document_csrd_712_367d00f8","e5-5_13","disclosure of waste streams relevant to undertaking's sector or activities","","","","ESRS E5","","narrative","e5-5","e5","","38 a",""
"__export__.document_csrd_713_0992766e","e5-5_14","disclosure of materials that are present in waste","","","","ESRS E5","","narrative","e5-5","e5","","38 b",""
"__export__.document_csrd_714_9d5eb807","e5-5_15","total amount of hazardous waste","sfdr","","","ESRS E5","","mass","e5-5","e5","","39",""
"__export__.document_csrd_715_48766721","e5-5_16","total amount of radioactive waste","sfdr","","","ESRS E5","","mass","e5-5","e5","","39",""
"__export__.document_csrd_716_7812088c","e5-5_17","description of methodologies used to calculate data (waste generated)","","","","ESRS E5","","narrative","e5-5","e5","","40","ar 33"
"__export__.document_csrd_717_886a1291","e5-5_18","disclosure of its engagement in product end-of-life waste management","","","","ESRS E5","","narrative","e5-5","e5","v","ar 28",""
"__export__.document_csrd_718_8a3c82a4","e5-6_01","disclosure of quantitative information about anticipated financial effects of material risks and opportunities arising from resource use and circular economy-related impacts","","","3 years","ESRS E5","","monetary","e5-6","e5","","43 a","ar 36"
"__export__.document_csrd_719_2a2f644e","e5-6_02","disclosure of qualitative information of anticipated financial effects of material risks and opportunities arising from resource use and circular economy-related impacts","","","1 year","ESRS E5","","narrative","e5-6","e5","","43 a",""
"__export__.document_csrd_720_a65be275","e5-6_03","description of effects considered and related impacts (resource use and circular economy)","","","1 year","ESRS E5","","narrative","e5-6","e5","","43 b",""
"__export__.document_csrd_721_5af3a460","e5-6_04","disclosure of critical assumptions used in estimates of financial effects of material risks and opportunities arising from resource use and circular economy-related impacts","","","1 year","ESRS E5","","narrative","e5-6","e5","","43 c",""
"__export__.document_csrd_722_c9a1f7f4","e5-6_05","description of related products and services at risk (resource use and circular economy)","","","1 year","ESRS E5","","narrative","e5-6","e5","v","ar 35",""
"__export__.document_csrd_723_95130cb1","e5-6_06","explanation of how time horizons are defined, financial amounts are estimated and of critical assumptions made (resource use and circular economy)","","","1 year","ESRS E5","","narrative","e5-6","e5","v","ar 35",""
"__export__.document_csrd_724_23db4674","s1.sbm-3_01","all people in its own workforce who can be materially impacted by undertaking are included in scope of disclosure under esrs 2","","1 year","","ESRS S1","","semi-narrative","s1.sbm-3","s1","","14","ar 6 - ar7"
"__export__.document_csrd_725_d85715bb","s1.sbm-3_02","description of types of employees and non-employees in its own workforce subject to material impacts","","1 year","","ESRS S1","","narrative","s1.sbm-3","s1","","14 a",""
"__export__.document_csrd_726_aa8fb1d1","s1.sbm-3_03","material negative impacts occurrence (own workforce)","","1 year","","ESRS S1","conditional","semi-narrative","s1.sbm-3","s1","","14 b",""
"__export__.document_csrd_727_3e336dff","s1.sbm-3_04","description of activities that result in positive impacts and types of employees and non-employees in its own workforce that are positively affected or could be positively affected","","1 year","","ESRS S1","conditional","narrative","s1.sbm-3","s1","","14 c",""
"__export__.document_csrd_728_d7f02d26","s1.sbm-3_05","description of material risks and opportunities arising from impacts and dependencies on own workforce","","1 year","","ESRS S1","","narrative","s1.sbm-3","s1","","14 d","ar 44"
"__export__.document_csrd_729_baf5098f","s1.sbm-3_06","description of material impacts on workers that may arise from transition plans for reducing negative impacts on environment and achieving greener and climate-neutral operations","","1 year","","ESRS S1","","narrative","s1.sbm-3","s1","","14 e",""
"__export__.document_csrd_730_457a52b7","s1.sbm-3_07","information about type of operations at significant risk of incidents of forced labour or compulsory labour","sfdr","1 year","","ESRS S1","","narrative","s1.sbm-3","s1","","14 f i",""
"__export__.document_csrd_731_bb090e28","s1.sbm-3_08","information about countries or geographic areas with operations considered at significant risk of incidents of forced labour or compulsory labour","sfdr","1 year","","ESRS S1","","narrative","s1.sbm-3","s1","","14 f ii",""
"__export__.document_csrd_732_da630d7a","s1.sbm-3_09","information about type of operations at significant risk of incidents of child labour","sfdr","1 year","","ESRS S1","","narrative","s1.sbm-3","s1","","14 g i",""
"__export__.document_csrd_733_14d4b858","s1.sbm-3_10","information about countries or geographic areas with operations considered at significant risk of incidents of child labour","sfdr","1 year","","ESRS S1","","narrative","s1.sbm-3","s1","","14 g ii",""
"__export__.document_csrd_734_9d54a2da","s1.sbm-3_11","disclosure of whether and how understanding of people in its own workforce with particular characteristics, working in particular contexts, or undertaking particular activities may be at greater risk of harm has been developed","","1 year","","ESRS S1","","narrative","s1.sbm-3","s1","","15","ar 8"
"__export__.document_csrd_735_9286aaa4","s1.sbm-3_12","disclosure of which of material risks and opportunities arising from impacts and dependencies on people in its own workforce  relate to specific groups of people","","1 year","","ESRS S1","","narrative","s1.sbm-3","s1","","16","ar 9"
"__export__.document_csrd_736_572a3089","s1.mdr-p_01-06","policies to manage material impacts, risks and opportunities related to its own workforce [see esrs 2 mdr-p]","","1 year","","ESRS S1","","mdr-p","s1-1","s1","","19",""
"__export__.document_csrd_737_85df39d0","s1-1_01","policies to manage material impacts, risks and opportunities related to own workforce, including for specific groups within workforce or all own workforce","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","","19",""
"__export__.document_csrd_738_bcfdf4b8","s1-1_02","disclosure of explanations of significant changes to policies adopted during reporting year","","1 year","","ESRS S1","","narrative","s1-1","s1","v","ar10",""
"__export__.document_csrd_739_868be128","s1-1_03","description of relevant human rights policy commitments relevant to own workforce","sfdr","1 year","","ESRS S1","","narrative","s1-1","s1","","20",""
"__export__.document_csrd_740_9ae5e966","s1-1_04","disclosure of general approach in relation to respect for human rights including labour rights, of people in its own workforce","sfdr","1 year","","ESRS S1","","narrative","s1-1","s1","","20a",""
"__export__.document_csrd_741_2eaa3b27","s1-1_05","disclosure of general approach in relation to engagement with people in its own workforce","sfdr","1 year","","ESRS S1","","narrative","s1-1","s1","","20b",""
"__export__.document_csrd_742_8e566908","s1-1_06","disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts","sfdr","1 year","","ESRS S1","","narrative","s1-1","s1","","20c",""
"__export__.document_csrd_743_ae91160c","s1-1_07","disclosure of whether and how policies are aligned with relevant internationally recognised instruments","sfdr","1 year","","ESRS S1","","narrative","s1-1","s1","","21","ar 12"
"__export__.document_csrd_744_0ec28e4c","s1-1_08","policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour","sfdr","1 year","","ESRS S1","","semi-narrative","s1-1","s1","","22",""
"__export__.document_csrd_745_126417a8","s1-1_09","workplace accident prevention policy or management system is in place","sfdr","1 year","","ESRS S1","","semi-narrative","s1-1","s1","","23",""
"__export__.document_csrd_746_ca8bde07","s1-1_10","specific policies aimed at elimination of discrimination are in place","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","","24a",""
"__export__.document_csrd_747_e2feef03","s1-1_11","grounds for discrimination are specifically covered in policy","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","","24b","ar 15 - ar 16"
"__export__.document_csrd_748_eaf60c47","s1-1_12","disclosure of specific policy commitments related to inclusion and (or) positive action for people from groups at particular risk of vulnerability in own workforce","","1 year","","ESRS S1","","narrative","s1-1","s1","","24c",""
"__export__.document_csrd_749_d1c2df2a","s1-1_13","disclosure of whether and how policies are implemented through specific procedures to ensure discrimination is prevented, mitigated and acted upon once detected, as well as to advance diversity and inclusion","","1 year","","ESRS S1","","narrative","s1-1","s1","","24d",""
"__export__.document_csrd_750_c0bd08c7","s1-1_14","disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant","","1 year","","ESRS S1","","narrative","s1-1","s1","v","ar 14",""
"__export__.document_csrd_751_c6883d7d","s1-1_15","policies and procedures which make qualifications, skills and experience the basis for the recruitment, placement, training and advancement are in place","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","v","ar 17 a",""
"__export__.document_csrd_752_004f9b87","s1-1_16","has assigned responsibility at top management level for equal treatment and opportunities in employment, issue clear company-wide policies and procedures to guide equal employment practices, and link advancement to desired performance in this area","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","v","ar 17 b",""
"__export__.document_csrd_753_d170ff44","s1-1_17","staff training on non-discrimination policies and practices are in place","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","v","ar 17 c",""
"__export__.document_csrd_754_fdfdf2a9","s1-1_18","adjustments to the physical environment to ensure health and safety for workers, customers and other visitors with disabilities are in place","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","v","ar 17 d",""
"__export__.document_csrd_755_e2656888","s1-1_19","has evaluated whether a there is a risk that job requirements have been defined in a way that would systematically disadvantage certain groups","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","v","ar 17 e",""
"__export__.document_csrd_756_29a7dfdc","s1-1_20","keeping an up-to-date records on recruitment, training and promotion that provide a transparent view of opportunities for employees and their progression","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","v","ar 17 f",""
"__export__.document_csrd_757_ddbc41d2","s1-1_21","has put in place grievance procedures to address complaints, handle appeals and provide recourse for employees when discrimination is identified, and is alert to formal structures and informal cultural issues that can prevent employees from raising concerns and grievances","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","v","ar 17 g",""
"__export__.document_csrd_758_971c66c5","s1-1_22","has programs to promote access to skills development.","","1 year","","ESRS S1","","semi-narrative","s1-1","s1","v","ar 17 h",""
"__export__.document_csrd_759_846cb945","s1.mdr-p_07-08","disclosures to be reported in case the undertaking has not adopted policies","","1 year","","ESRS S1","","","","esrs 2","","62",""
"__export__.document_csrd_760_270737ae","s1-2_01","disclosure of whether and how perspectives of own workforce  inform decisions or activities aimed at managing actual and potential  impacts","","1 year","","ESRS S1","","narrative","s1-2","s1","","27","ar 21, ar 23-24"
"__export__.document_csrd_761_63bc845b","s1-2_02","engagement occurs with own workforce  or their representatives","","1 year","","ESRS S1","conditional","semi-narrative","s1-2","s1","","27 a",""
"__export__.document_csrd_762_710ac1ad","s1-2_03","disclosure of stage at which engagement occurs, type of engagement and frequency of engagement","","1 year","","ESRS S1","conditional","narrative","s1-2","s1","","27 b","ar 19"
"__export__.document_csrd_763_451964d9","s1-2_04","disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertakingâ€™s approach","","1 year","","ESRS S1","conditional","narrative","s1-2","s1","","27 c","ar 18 - ar 19"
"__export__.document_csrd_764_87b8be45","s1-2_05","disclosure of global framework agreement or other agreements related to respect of human rights of workers","","1 year","","ESRS S1","conditional","narrative","s1-2","s1","","27 d","ar 20"
"__export__.document_csrd_765_6ebf3705","s1-2_06","disclosure of how effectiveness of engagement with its own workforce  is assessed","","1 year","","ESRS S1","conditional","narrative","s1-2","s1","","27 e",""
"__export__.document_csrd_766_938d2cc4","s1-2_07","disclosure of steps taken to gain insight into perspectives of people in its own workforce that may be particularly vulnerable to impacts and (or) marginalised","","1 year","","ESRS S1","conditional","narrative","s1-2","s1","","28",""
"__export__.document_csrd_767_d4f2b676","s1-2_08","statement in case the undertaking has not adopted a general process to engage with its own workforce","","1 year","","ESRS S1","conditional","narrative","s1-2","s1","","29",""
"__export__.document_csrd_768_17ad25ee","s1-2_09","disclosure of timeframe for adoption of general process to engage with its own workforce in case the undertaking has not adopted a general process for engagement","","1 year","","ESRS S1","conditional","narrative","s1-2","s1","v","29",""
"__export__.document_csrd_769_7f37230b","s1-2_10","disclosure of how undertaking engages with at-risk or persons in vulnerable situations","","1 year","","ESRS S1","","narrative","s1-2","s1","v","ar 25 a",""
"__export__.document_csrd_770_16e7daa6","s1-2_11","disclosure of how potential barriers to engagement with people in its workforce are taken into account","","1 year","","ESRS S1","","narrative","s1-2","s1","v","ar 25 b",""
"__export__.document_csrd_771_fd6aed6a","s1-2_12","disclosure of how people in its workforce are provided with information that is understandable and accessible through appropriate communication channels","","1 year","","ESRS S1","","narrative","s1-2","s1","v","ar 25 c",""
"__export__.document_csrd_772_6b94fe7d","s1-2_13","disclosure of any conflicting interests that have arisen among different workers and how these conflicting interests have been resolved","","1 year","","ESRS S1","","narrative","s1-2","s1","v","ar 25 d",""
"__export__.document_csrd_773_58ad1e6e","s1-2_14","disclosure of how undertaking seeks to respect human rights of all stakeholders engaged","","1 year","","ESRS S1","","narrative","s1-2","s1","v","ar 25 e",""
"__export__.document_csrd_774_0238dc99","s1-2_15","information about effectiveness of processes for engaging with its own workforce from previous reporting periods","","1 year","","ESRS S1","conditional","narrative","s1-2","s1","v","ar 26",""
"__export__.document_csrd_775_1bfd8af9","s1-3_01","disclosure of general approach to and processes for providing or contributing to remedy where undertaking has caused or contributed to a material negative impact on people in its own workforce","","1 year","","ESRS S1","","narrative","s1-3","s1","","32a","ar 27"
"__export__.document_csrd_776_4912da38","s1-3_02","disclosure of specific channels in place for its own workforce to raise concerns or needs directly with undertaking and have them addressed","","1 year","","ESRS S1","","narrative","s1-3","s1","","32 b","ar 28"
"__export__.document_csrd_777_e7610bf6","s1-3_03","third-party mechanisms are accessible to all own workforce","","1 year","","ESRS S1","","semi-narrative","s1-3","s1","v","ar 29",""
"__export__.document_csrd_778_d33e3eac","s1-3_04","disclosure of whether and how own workforce and their workers' representatives are able to access channels at level of undertaking they are employed by or contracted to work for","","1 year","","ESRS S1","","narrative","s1-3","s1","v","ar 30",""
"__export__.document_csrd_779_601f345a","s1-3_05","grievance or complaints handling mechanisms related to employee matters exist","sfdr","1 year","","ESRS S1","","semi-narrative","s1-3","s1","","32 c",""
"__export__.document_csrd_780_30b1e247","s1-3_06","disclosure of processes through which undertaking supports or requires availability of channels","","1 year","","ESRS S1","","narrative","s1-3","s1","","32 d",""
"__export__.document_csrd_781_e08f35c4","s1-3_07","disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured","","1 year","","ESRS S1","","narrative","s1-3","s1","","32 e","ar 32"
"__export__.document_csrd_782_cc869eae","s1-3_08","disclosure of whether and how it is assessed that its own workforce is aware of and trust structures or processes as way to raise their concerns or needs and have them addressed","","1 year","","ESRS S1","","narrative","s1-3","s1","","33","ar 31"
"__export__.document_csrd_783_0ee931a8","s1-3_09","policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place","","1 year","","ESRS S1","conditional","semi-narrative","s1-3","s1","","33",""
"__export__.document_csrd_784_eff4f938","s1-3_10","statement in case the undertaking has not adopted a channel for raising concerns","","1 year","","ESRS S1","conditional","narrative","s1-3","s1","","34",""
"__export__.document_csrd_785_546ab579","s1-3_11","disclosure of timeframe for channel for raising concerns to be in place","","1 year","","ESRS S1","conditional","narrative","s1-3","s1","v","34",""
"__export__.document_csrd_786_67efa093","s1.mdr-a_01-12","action plans and resources to manage its material impacts, risks, and opportunities related to its own workforce [see esrs 2 - mdr-a]","","1 year","","ESRS S1","","mdr-a","s1-4","s1","","37",""
"__export__.document_csrd_787_75e8910f","s1-4_01","description of action taken, planned or underway to prevent or mitigate negative impacts on own workforce","","1 year","","ESRS S1","","narrative","s1-4","s1","","38 a","ar 42"
"__export__.document_csrd_788_9971c05d","s1-4_02","disclosure on whether and how action has been taken to provide or enable remedy in relation to actual material impact","","1 year","","ESRS S1","","narrative","s1-4","s1","","38 b",""
"__export__.document_csrd_789_487151b2","s1-4_03","description of additional initiatives or actions with primary purpose of delivering positive impacts for own workforce","","1 year","","ESRS S1","","narrative","s1-4","s1","","38 c","ar 42"
"__export__.document_csrd_790_2c884bbb","s1-4_04","description of how effectiveness of actions and initiatives in delivering outcomes for own workforce is tracked and assessed","","1 year","","ESRS S1","","narrative","s1-4","s1","","38 d","ar 38 - ar 39"
"__export__.document_csrd_791_a1d3432b","s1-4_05","description of process through which it identifies what action is needed and appropriate in response to particular actual or potential negative impact on own workforce","","1 year","","ESRS S1","","narrative","s1-4","s1","","39","ar 34"
"__export__.document_csrd_792_0e69b2b8","s1-4_06","description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on own workforce  and how effectiveness is tracked","","1 year","","ESRS S1","","narrative","s1-4","s1","","40 a","ar 44 - ar 45, ar 47"
"__export__.document_csrd_793_8f30033b","s1-4_07","description of what action is planned or underway to pursue material opportunities in relation to own workforce","","1 year","","ESRS S1","","narrative","s1-4","s1","","40 b",""
"__export__.document_csrd_794_e1bf69ed","s1-4_08","disclosure of whether and how it is ensured that own practices do not cause or contribute to material negative impacts on own workforce","","1 year","","ESRS S1","","narrative","s1-4","s1","","41","ar 37"
"__export__.document_csrd_795_4d00030e","s1-4_09","disclosure of resources are allocated to the management of material impacts","","1 year","","ESRS S1","","narrative","s1-4","s1","","43",""
"__export__.document_csrd_796_e0928be4","s1-4_10","disclosure of general and specific approaches to addressing material negative impacts","","1 year","","ESRS S1","","narrative","s1-4","s1","v","ar 33 a",""
"__export__.document_csrd_797_6d70ce8f","s1-4_11","disclosure of initiatives aimed at contributing to additional material positive impacts","","1 year","","ESRS S1","","narrative","s1-4","s1","v","ar 33 b",""
"__export__.document_csrd_798_c33dd078","s1-4_12","disclosure of how far undertaking has progressed in efforts during reporting period","","1 year","","ESRS S1","","narrative","s1-4","s1","v","ar 33 c",""
"__export__.document_csrd_799_0b0ec4fe","s1-4_13","disclosure of aims for continued improvement","","1 year","","ESRS S1","","narrative","s1-4","s1","v","ar 33 d",""
"__export__.document_csrd_800_627f78b4","s1-4_14","disclosure of whether and how undertaking seeks to use leverage with relevant business relationships to manage material negative impacts affecting own workforce","","1 year","","ESRS S1","","narrative","s1-4","s1","v","ar 35",""
"__export__.document_csrd_801_33e35da0","s1-4_15","disclosure of how the initiative, and its own involvement, is aiming to address the material impact concerned","","1 year","","ESRS S1","","narrative","s1-4","s1","v","ar 36",""
"__export__.document_csrd_802_3ca7abbb","s1-4_16","disclosure of whether and how workers and workers' representatives play role in decisions regarding design and implementation of programmes or processes whose primary aim is to deliver positive impacts for workers","","1 year","","ESRS S1","","narrative","s1-4","s1","v","ar 40 a",""
"__export__.document_csrd_803_5b7b2f87","s1-4_17","information about intended or achieved positive outcomes of programmes or processes for own workforce","","1 year","","ESRS S1","","narrative","s1-4","s1","v","ar 40 b",""
"__export__.document_csrd_804_9817c591","s1-4_18","initiatives or processes whose primary aim is to deliver positive impacts for own workforce  are designed also to support achievement of one or more of sustainable development goals","","1 year","","ESRS S1","","semi-narrative","s1-4","s1","v","ar 41",""
"__export__.document_csrd_805_b3b06748","s1-4_19","information about measures taken to mitigate negative impacts on workers that arise from transition to greener, climate-neutral economy","","1 year","","ESRS S1","conditional","narrative","s1-4","s1","","ar 43",""
"__export__.document_csrd_806_86ff0107","s1-4_20","description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts","","1 year","","ESRS S1","","narrative","s1-4","s1","v","ar 48",""
"__export__.document_csrd_807_67467882","s1.mdr-a_13-14","disclosures to be reported if the undertaking has not adopted actions","","1 year","","ESRS S1","","","","esrs 2","","62",""
"__export__.document_csrd_808_016c132b","s1.mdr-t_01-13","targets set to manage material impacts, risks and opportunities related to own workforce [see esrs 2 - mdr-t]","","1 year","","ESRS S1","","mdr-t","s1-5","s1","","46","ar 50-ar52"
"__export__.document_csrd_809_9b299299","s1-5_01","disclosure of whether and how own workforce or workforce' representatives were engaged directly in setting targets","","1 year","","ESRS S1","","narrative","s1-5","s1","","47 a",""
"__export__.document_csrd_810_53fd2c19","s1-5_02","disclosure of whether and how own workforce or workforce' representatives were engaged directly in tracking performance against targets","","1 year","","ESRS S1","","narrative","s1-5","s1","","47 b",""
"__export__.document_csrd_811_d6262757","s1-5_03","disclosure of whether and how own workforce or workforce' representatives were engaged directly in identifying lessons or improvements as result of undertakings performance","","1 year","","ESRS S1","","narrative","s1-5","s1","","47 c",""
"__export__.document_csrd_812_3e68200a","s1-5_04","disclosure of intended outcomes to be achieved in lives of people in its own workforce","","1 year","","ESRS S1","","narrative","s1-5","s1","v","ar 49 a",""
"__export__.document_csrd_813_b9e8a503","s1-5_05","information about stability over time of target in terms of definitions and methodologies to enable comparability","","1 year","","ESRS S1","","semi-narrative","s1-5","s1","v","ar 49 b",""
"__export__.document_csrd_814_460c7381","s1-5_06","disclosure of references to standards or commitments which targets are based on","","1 year","","ESRS S1","","narrative","s1-5","s1","v","ar 49 c",""
"__export__.document_csrd_815_97ebe42e","s1.mdr-t_14-19","disclosures to be reported if the undertaking has not adopted targets","","1 year","","ESRS S1","","","","esrs 2","","81",""
"__export__.document_csrd_816_e52e45b0","s1-6_01","characteristics of undertaking's employees - number of employees by gender [table]","","1 year","","ESRS S1","","table 1","s1-6","s1","","50 a",""
"__export__.document_csrd_817_7ddac4c0","s1-6_02","number of employees (head count)","","1 year","","ESRS S1","alternative","table 1/decimal","s1-6","s1","","50 a","ar 57"
"__export__.document_csrd_818_9da3a4c5","s1-6_03","average number of employees (head count)","","1 year","","ESRS S1","alternative","table 1/decimal","s1-6","s1","","50 a","ar 57"
"__export__.document_csrd_819_7353c02f","s1-6_04","characteristics of undertaking's employees - number of employees in countries with 50 or more employees representing at least 10% of total number of employees [table]","","1 year","","ESRS S1","","table 2","s1-6","s1","","50 a",""
"__export__.document_csrd_820_5c842327","s1-6_05","number of employees in countries with 50 or more employees representing at least 10% of total number of employees","","1 year","","ESRS S1","alternative","table 2/decimal","s1-6","s1","","50 a","ar 57"
"__export__.document_csrd_821_2eadd236","s1-6_06","average number of employees in countries with 50 or more employees representing at least 10% of total number of employees","","1 year","","ESRS S1","alternative","table 2/decimal","s1-6","s1","","50 a","ar 57"
"__export__.document_csrd_822_88c1fd75","s1-6_07","characteristics of undertaking's employees - information on employees by contract type and gender  [table]","","1 year","","ESRS S1","","table 3","s1-6","s1","","50 b",""
